Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
11864,Willoughby,Starbucks,2406-12023,440-953-3118,CO,36505-B Euclid Ave,36505-B Euclid Ave,,,Willoughby,OH,US,440944449,"(41.6282691955566, -81.4265213012695)",41.628269195556641,-81.426521301269531,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11865,Hartsdale Train Station,Starbucks,7431-999,914-722-2720,CO,"223 E Hartsdale Ave, Metro North Hartsdale Station",223 E Hartsdale Ave,,Metro North Hartsdale Station,Hartsdale,NY,US,105303502,"(41.0111274719238, -73.7957458496094)",41.011127471923828,-73.795745849609375,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11866,Bull & Broughton,Starbucks,8359-13010,912-447-6742,CO,1 East Broughton Street,1 East Broughton Street,,,Savannah,GA,US,314013388,"(32.0788269042969, -81.0919036865234)",32.078826904296875,-81.091903686523438,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11867,Clayton Rd & Mason,Starbucks,2421-12978,314-275-8784,CO,"13448 Clayton Road, Mason Woods Village",13448 Clayton Road,,Mason Woods Village,Town and Country,MO,US,631311006,"(38.6266708374023, -90.4817962646484)",38.626670837402344,-90.481796264648438,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11869,Michigan Rd & Northwestern,Starbucks,8690-94493,317-415-0052,CO,"10460 N Michigan Rd, 100",10460 N Michigan Rd,100,,Carmel,IN,US,460327952,"(39.937614440918, -86.2358856201172)",39.937614440917969,-86.235885620117188,US Eastern Standard Time,-300,GMT-05:00 America/Indianapolis,12/08/2013 10:41:59 PM
11870,"Mt Vernon & Hwy 178, Bakersfield",Starbucks,9258-40559,661-871-6497,CO,2659 Mt Vernon Avenue,2659 Mt Vernon Avenue,,,Bakersfield,CA,US,933062900,"(35.39306640625, -118.96696472168)",35.39306640625,-118.96696472167969,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11871,I-270 & Lindbergh,Starbucks,2952-91423,314-831-2516,CO,7537 N. Lindbergh Blvd.,7537 N. Lindbergh Blvd.,,,Hazelwood,MO,US,630422122,"(38.7856407165527, -90.3531341552734)",38.785640716552734,-90.353134155273438,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11872,Target Oak Creek T-1925,Starbucks,76325-90366,414-216-0001,LS,8989 S Howell Ave,8989 S Howell Ave,,,Oak Creek,WI,US,531543803,"(42.8820457458496, -87.9158325195313)",42.882045745849609,-87.91583251953125,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11873,Target Morgantown T-1949,Starbucks,76326-90999,304-599-1072,LS,5001 University Town Centre Dr,5001 University Town Centre Dr,,,Morgantown,WV,US,265012267,"(39.6495475769043, -80.001106262207)",39.6495475769043,-80.001106262207031,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11875,87th and Pflumm,Starbucks,2436-16914,913-438-5690,CO,13218 West 87th Street,13218 West 87th Street,,,Lenexa,KS,US,662154534,"(38.9714126586914, -94.7391510009766)",38.971412658691406,-94.739151000976562,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11877,Issaquah Meadows,Starbucks,3322-20299,425-427-1890,CO,"1460 NW Gilman Blvd, Ste K1",1460 NW Gilman Blvd,Ste K1,,Issaquah,WA,US,980275300,"(47.5459251403809, -122.059562683105)",47.545925140380859,-122.05956268310547,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11882,31-44 Steinway Street,Starbucks,7567-18640,718-274-5700,CO,31-44 Steinway Street,31-44 Steinway Street,,,Astoria,NY,US,111033911,"(40.7602272033691, -73.9182205200195)",40.760227203369141,-73.918220520019531,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11885,Briarcliff & LaVista,Starbucks,8331-10795,404-320-0248,CO,2135 Briarcliff Road NE,2135 Briarcliff Road NE,,,Atlanta,GA,US,303293449,"(33.8161506652832, -84.334602355957)",33.8161506652832,-84.334602355957031,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11887,Albertsons-Huntngtn Bch #6110,Starbucks,73293-27207,714-536-6449,LS,7201 W Yorktown Ave,7201 W Yorktown Ave,,,Huntington Beach,CA,US,926482465,"(33.6807403564453, -118.002571105957)",33.680740356445312,-118.00257110595703,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11888,Safeway-Walnut Creek #936,Starbucks,74122-24427,925-937-8537,LS,710 Bancroft Rd,710 Bancroft Rd,,,Walnut Creek,CA,US,945981531,"(37.9335708618164, -122.04704284668)",37.933570861816406,-122.04704284667969,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11890,School of Management,Starbucks,72107-5606,617-353-1529,LS,"595 Commonwealth Ave, Campus Dining Services/Starbucks Coffee",595 Commonwealth Ave,,Campus Dining Services/Starbucks Coffee,Boston,MA,US,022151704,"(42.3495025634766, -71.0999450683594)",42.349502563476562,-71.099945068359375,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11894,Grand Central Market - Mollie Stone,Starbucks,72129-4029,415-567-3978,LS,2435 California Street,2435 California Street,,,San Francisco,CA,US,941152619,"(37.7884483337402, -122.434646606445)",37.788448333740234,-122.43464660644531,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11897,257th & Stark,Starbucks,489-14171,503/667-3311,CO,"25619 SE Stark St, Bldg 6",25619 SE Stark St,Bldg 6,,Troutdale,OR,US,970603305,"(45.5193710327148, -122.401374816895)",45.519371032714844,-122.40137481689453,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11898,Third Ward - 326 North Water,Starbucks,2512-31899,414-278-0345,CO,"326 N. Water St, Third Ward",326 N. Water St,,Third Ward,Milwaukee,WI,US,532025897,"(43.0343971252441, -87.9084014892578)",43.034397125244141,-87.908401489257812,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11899,Marriott - Orlando World Center,Starbucks,72466-10319,,LS,"World Center Drive, Orlando World Center Marriott",World Center Drive,,Orlando World Center Marriott,Orlando,FL,US,32821,"(28.3613014221191, -81.5103759765625)",28.361301422119141,-81.5103759765625,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11900,Blankenbaker Plaza,Starbucks,2472-17834,502-245-4047,CO,"243 Blankenbaker Pkwy, Blankenbaker Plaza",243 Blankenbaker Pkwy,,Blankenbaker Plaza,Louisville,KY,US,402431877,"(38.2417259216309, -85.5460968017578)",38.241725921630859,-85.546096801757812,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11903,Northwest Hwy & Euclid - Park Ridge,Starbucks,2461-22122,847-692-0435,CO,100 S. NORTHWEST HWY,100 S. NORTHWEST HWY,,,Park Ridge,IL,US,600684229,"(42.0100326538086, -87.827995300293)",42.010032653808594,-87.827995300292969,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11905,Santa Teresa & Snell,Starbucks,5846-20000,4089721857,CO,"6009 Snell Avenue, Santa Teresa Square",6009 Snell Avenue,,Santa Teresa Square,San Jose,CA,US,951234127,"(37.2381019592285, -121.830940246582)",37.238101959228516,-121.83094024658203,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11906,Silver Creek & Beaumont Canyon,Starbucks,5854-25187,(408) 274-1055,CO,"5651 Silver Creek Valley Rd., Canyon Creek Plaza",5651 Silver Creek Valley Rd.,,Canyon Creek Plaza,San Jose,CA,US,951382473,"(37.2882957458496, -121.781135559082)",37.288295745849609,-121.78113555908203,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11907,Mission & Cedar,Starbucks,5864-27908,510-623-9514,CO,"43587 Mission Blvd., A-1, MIssion Blvd. & Cedar Street",43587 Mission Blvd.,A-1,MIssion Blvd. & Cedar Street,Fremont,CA,US,94539,"(37.5286064147949, -121.918937683105)",37.528606414794922,-121.91893768310547,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11908,Roslyn Heights,Starbucks,7543-3408,516-625-7390,CO,"373 Willis Avenue, CVS Plaza",373 Willis Avenue,,CVS Plaza,Roslyn Heights,NY,US,115772321,"(40.7802696228027, -73.6502532958984)",40.780269622802734,-73.650253295898438,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11909,Court St & Dean St,Starbucks,7595-14074,718-222-9729,CO,167 Court Street,167 Court Street,,,Brooklyn,NY,US,112016422,"(40.688549041748, -73.9927749633789)",40.688549041748047,-73.9927749633789,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11910,Lakeforest Mall,Starbucks,7598-5141,240-683-9680,CO,"701 Russell Ave, Lakeforest Mall",701 Russell Ave,,Lakeforest Mall,Gaithersburg,MD,US,208772631,"(39.1537094116211, -77.2044296264648)",39.153709411621094,-77.204429626464844,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11911,Marshfield,Starbucks,7602-20639,781-834-6598,CO,"784 Plain St, Rte 139",784 Plain St,Rte 139,,Marshfield,MA,US,020502107,"(42.1067085266113, -70.7489776611328)",42.106708526611328,-70.748977661132812,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11912,Penfield,Starbucks,7609-27810,585-383-0250,CO,1806 Penfield Road,1806 Penfield Road,,,Penfield,NY,US,145262106,"(43.1300773620605, -77.476921081543)",43.130077362060547,-77.476921081542969,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11915,Aptakisic & Buffalo Grove Rd,Starbucks,2507-32283,847-913-0720,CO,"1665 N Buffalo Grove Rd, Unit A, Buffalo Grove & Aptakisic Creek",1665 N Buffalo Grove Rd,Unit A,Buffalo Grove & Aptakisic Creek,Buffalo Grove,IL,US,600896888,"(42.1816787719727, -87.9647750854492)",42.181678771972656,-87.964775085449219,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11917,3rd & Madison,Starbucks,3347-9592,206-748-0058,CO,"999 Third Avenue, First Interstate Center",999 Third Avenue,,First Interstate Center,Seattle,WA,US,981044019,"(47.6052856445313, -122.334373474121)",47.60528564453125,-122.33437347412109,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11918,Buckingham & Jupiter,Starbucks,6391-29236,972-238-1563,CO,"2191 West Buckingham Road, Richwood Shopping Center",2191 West Buckingham Road,,Richwood Shopping Center,Richardson,TX,US,750815484,"(32.9315643310547, -96.683235168457)",32.931564331054688,-96.683235168457031,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11919,I-35 & Hwy. 53,Starbucks,6405-33839,254-791-3949,CO,111 North General Bruce Drive,111 North General Bruce Drive,,,Temple,TX,US,765042437,"(31.1032085418701, -97.3579711914063)",31.103208541870117,-97.35797119140625,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11920,West Ocean City,Starbucks,2871-92934,410-213-1742,CO,12742 Ocean Gateway,12742 Ocean Gateway,,,Ocean City,MD,US,218429544,"(38.3361968994141, -75.107795715332)",38.336196899414062,-75.107795715332031,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11921,Target Crystal T-3,Starbucks,76188-88825,763-533-2231,LS,5537 W Broadway Ave,5537 W Broadway Ave,,,Minneapolis,MN,US,554283592,"(45.0525207519531, -93.3645782470703)",45.052520751953125,-93.364578247070312,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11925,Randalls-Round Rock #2636,Starbucks,74656-95808,512-246-0390,LS,2051 Gattis School Road,2051 Gattis School Road,,,Round Rock,TX,US,786647441,"(30.4950199127197, -97.6543807983398)",30.495019912719727,-97.654380798339844,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11927,Super Target San Antonio ST-1785,Starbucks,72627-32320,210-682-2253,LS,11311 Bandera Rd,11311 Bandera Rd,,,San Antonio,TX,US,782506812,"(29.5478553771973, -98.66357421875)",29.547855377197266,-98.66357421875,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11928,Eagan Station,Starbucks,2469-14451,651-405-0534,CO,"3450 Pilot Knob Road, Eagan Station",3450 Pilot Knob Road,,Eagan Station,Eagan,MN,US,551223825,"(44.8325996398926, -93.1664352416992)",44.832599639892578,-93.166435241699219,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11932,Methuen/The Loop,Starbucks,7570-16295,978-681-5284,CO,"90 Pleasant Valley St, Unit 170",90 Pleasant Valley St,Unit 170,,Methuen,MA,US,018447289,"(42.7440528869629, -71.1576309204102)",42.744052886962891,-71.157630920410156,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11933,Safeway-Vancouver #1704,Starbucks,74134-26787,360-944-2680,LS,6700 NE 162nd Ave. Suite 500,6700 NE 162nd Ave. Suite 500,,,Vancouver,WA,US,986823864,"(45.6709251403809, -122.507591247559)",45.670925140380859,-122.50759124755859,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11935,Albertsons-Clarkston #241,Starbucks,73319-21774,509-758-5523,LS,400 Bridge St,400 Bridge St,,,Clarkston,WA,US,994031931,"(46.420352935791, -117.041900634766)",46.420352935791016,-117.04190063476563,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11936,Safeway-Belmont #1138,Starbucks,74149-24410,650-596-1730,LS,1100 El Camino Real,1100 El Camino Real,,,Belmont,CA,US,940023904,"(37.5186424255371, -122.275764465332)",37.518642425537109,-122.27576446533203,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11938,Super Target Ankeny ST-1767,Starbucks,72188-20782,515-964-9000,LS,2135 SE Delaware Ave,2135 SE Delaware Ave,,,Ankeny,IA,US,500214592,"(41.7099075317383, -93.5787811279297)",41.709907531738281,-93.578781127929688,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11939,Overlake,Starbucks,3332-26387,425-644-7824,CO,2020 - 148th Ave NE,2020 - 148th Ave NE,,,Redmond,WA,US,980525527,"(47.6281623840332, -122.14111328125)",47.6281623840332,-122.14111328125,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11940,Hwy 192 & McClain St,Starbucks,8807-91806,321-676-2092,CO,1675 W. New Haven,1675 W. New Haven,,,West Melbourne,FL,US,329043907,"(28.0784397125244, -80.6489639282227)",28.078439712524414,-80.648963928222656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11942,Howard & Moody,Starbucks,8295-3088,813-250-9223,CO,715 South Howard St,715 South Howard St,,,Tampa,FL,US,336062468,"(27.9362869262695, -82.4832458496094)",27.936286926269531,-82.483245849609375,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11943,Disco Kroger,Starbucks,8314-3051,404-240-5596,CO,3330 Piedmont Road,3330 Piedmont Road,,,Atlanta,GA,US,303051702,"(33.8461685180664, -84.3730926513672)",33.846168518066406,-84.373092651367188,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11944,333 Market St.,Starbucks,9219-9398,(415) 543-4786,CO,333 Market Street,333 Market Street,,,San Francisco,CA,US,941052101,"(37.7920036315918, -122.397705078125)",37.7920036315918,-122.397705078125,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11945,Long Beach Blvd & Willow,Starbucks,5721-8305,562-290-0711,CO,"141 E Willow St, Suite U, Wrigley Marketplace",141 E Willow St,Suite U,Wrigley Marketplace,Long Beach,CA,US,908062635,"(33.8055305480957, -118.190589904785)",33.8055305480957,-118.19058990478516,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11946,Century Park East & Olympic,Starbucks,9228-9080,(310) 286-3023,CO,"2049 Century Park East, Century Plaza Twin Towers",2049 Century Park East,,Century Plaza Twin Towers,Century City,CA,US,900673101,"(34.0589942932129, -118.413200378418)",34.058994293212891,-118.41320037841797,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11947,Avenue of Stars & Constellation,Starbucks,9233-9082,(310) 557-0785,CO,1999 Avenue of the Stars,1999 Avenue of the Stars,,,Century City,CA,US,900676022,"(34.0586166381836, -118.416381835938)",34.058616638183594,-118.4163818359375,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11948,Vintage & Rowland - Novato,Starbucks,5711-4777,415-898-4147,CO,"132 Vintage Way, F-1, Vintage Oaks at Novato",132 Vintage Way,F-1,Vintage Oaks at Novato,Novato,CA,US,949455026,"(38.0911827087402, -122.554969787598)",38.091182708740234,-122.55496978759766,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11949,50 California St.,Starbucks,9222-9401,(415) 398-8630,CO,52 California Street,52 California Street,,,San Francisco,CA,US,941114603,"(37.7937545776367, -122.39720916748)",37.793754577636719,-122.39720916748047,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11950,Alpharetta Crossing,Starbucks,8318-7607,770-346-0874,CO,"11770 Haynes Bridge Road, Suite 101, Alpharetta Crossing Shopping Center",11770 Haynes Bridge Road,Suite 101,Alpharetta Crossing Shopping Center,Alpharetta,GA,US,300091970,"(34.0694808959961, -84.2949066162109)",34.069480895996094,-84.294906616210938,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11951,Route 35 - Oakhurst,Starbucks,7496-9052,732-493-8770,CO,2100 Highway 35,2100 Highway 35,,,Oakhurst,NJ,US,07755,"(40.2647171020508, -74.0424194335938)",40.264717102050781,-74.04241943359375,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11952,52nd & 8th,Starbucks,7501-9812,212-246-7699,CO,871 8th Avenue,871 8th Avenue,,,New York,NY,US,100195761,"(40.7637214660645, -73.9853134155273)",40.763721466064453,-73.985313415527344,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11953,Calvine & Florin - Elk Grove,Starbucks,5727-3271,916-681-6662,CO,"8341 Elk Grove Florin Rd, Calvine Corners",8341 Elk Grove Florin Rd,,Calvine Corners,Sacramento,CA,US,958299453,"(38.4547462463379, -121.370964050293)",38.454746246337891,-121.37096405029297,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11956,Alicia Pkwy & Jeronimo,Starbucks,580-302,(949) 855-1823,CO,24012 Alicia Parkway,24012 Alicia Parkway,,,Mission Viejo,CA,US,926913903,"(33.6136436462402, -117.679496765137)",33.613643646240234,-117.67949676513672,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11957,Topanga Cyn & Ventura,Starbucks,585-305,(818) 340-5053,CO,5422 Topanga Canyon Blvd,5422 Topanga Canyon Blvd,,,Woodland Hills,CA,US,913676313,"(34.1692237854004, -118.605484008789)",34.169223785400391,-118.60548400878906,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11958,Encinitas,Starbucks,588-308,(760) 634-2885,CO,"258 N. El Camino Real, Ste. B-2",258 N. El Camino Real,Ste. B-2,,Encinitas,CA,US,920242851,"(33.051441192627, -117.261215209961)",33.051441192626953,-117.26121520996094,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11959,5th & Oak/US Bank Tower,Starbucks,469-1380,(503) 226-8286,CO,555 S.W. Oak Street,555 S.W. Oak Street,,,Portland,OR,US,972041706,"(45.5217399597168, -122.676460266113)",45.5217399597168,-122.67646026611328,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11960,Doernbecher/Hospital,Starbucks,471-2064,503-418-5350,CO,700 SW Campus Drive,700 SW Campus Drive,,,Portland,OR,US,97201,"(45.4978218078613, -122.685691833496)",45.497821807861328,-122.68569183349609,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11961,Beaverton,Starbucks,408-14,(503) 626-6549,CO,11405 SW Beaverton-Hillsdale Hwy,11405 SW Beaverton-Hillsdale Hwy,,,Beaverton,OR,US,970052929,"(45.487663269043, -122.795265197754)",45.487663269042969,-122.79526519775391,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11962,South Salem,Starbucks,429-166,(503) 391-7193,CO,"3405 Commercial St SE, s-100",3405 Commercial St SE,s-100,,Salem,OR,US,973023864,"(44.906436920166, -123.043914794922)",44.906436920166016,-123.04391479492188,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11934,Safeway-Littleton #1548,Starbucks,74139-17655,303-649-9111,LS,9229 E.  Lincoln Ave,9229 E.  Lincoln Ave,,,Littleton,CO,US,801245502,"(39.5375862121582, -104.883346557617)",39.5375862121582,-104.88334655761719,Mountain Standard Time,-420,GMT-07:00 America/Denver,12/08/2013 10:41:59 PM
11965,6421 University Ave - Cedar Falls,Starbucks,8951-95343,319-277-7140,CO,"6421 University Ave., Space C",6421 University Ave.,Space C,,Cedar Falls,IA,US,506135100,"(42.5124053955078, -92.435791015625)",42.512405395507812,-92.435791015625,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11966,Hinsdale Travel Oasis Space K2,Starbucks,75792-91843,630-654-3156,LS,55 Teristate Tollway,55 Teristate Tollway,,,Hinsdale,IL,US,605214891,"(41.7860832214355, -87.9073486328125)",41.786083221435547,-87.9073486328125,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11967,Lake Forest Travel Oasis,Starbucks,75793-91841,847-735-0123,LS,695 Bradley Rd,695 Bradley Rd,,,Lake Forest,IL,US,600451019,"(42.2492408752441, -87.9053955078125)",42.249240875244141,-87.9053955078125,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11968,Oak Grove,Starbucks,434-154,503-659-3653,CO,14620 SE McLoughlin Blvd,14620 SE McLoughlin Blvd,,,Milwaukie,OR,US,972671415,"(45.4172821044922, -122.632171630859)",45.417282104492188,-122.63217163085938,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11969,Lake Oswego - State Street,Starbucks,440-13,(503) 699-8581,CO,47 North State Street,47 North State Street,,,Lake Oswego,OR,US,970343969,"(45.4161567687988, -122.663276672363)",45.416156768798828,-122.66327667236328,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11970,Garden Home Marketplace,Starbucks,454-723,(503) 244-3741,CO,7315 SW Garden Home Road,7315 SW Garden Home Road,,,Portland,OR,US,972239522,"(45.4669456481934, -122.751289367676)",45.466945648193359,-122.75128936767578,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11971,150 North Wacker Drive,Starbucks,203-1427,312-704-0655,CO,150 N Wacker,150 N Wacker,,,Chicago,IL,US,606061611,"(41.8846168518066, -87.6373443603516)",41.884616851806641,-87.637344360351562,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11974,120 S. 6th Street - Skyway level,Starbucks,262-1495,612-371-0555,CO,120 S. 6th Street,120 S. 6th Street,,,Minneapolis,MN,US,554021803,"(44.9772415161133, -93.2687301635742)",44.977241516113281,-93.268730163574219,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11975,5351 Lyndale Avenue South,Starbucks,288-1493,612-821-0686,CO,5351 Lyndale Ave South,5351 Lyndale Ave South,,,Minneapolis,MN,US,554191229,"(44.9052391052246, -93.2880401611328)",44.905239105224609,-93.288040161132812,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11980,Puyallup,Starbucks,353-235,253-845-6988,CO,4423 S Meridian Street,4423 S Meridian Street,,,Puyallup,WA,US,983733302,"(47.1498489379883, -122.291732788086)",47.149848937988281,-122.29173278808594,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11982,Overlake Village,Starbucks,369-247,425-869-5816,CO,15000 NE 24th Street,15000 NE 24th Street,,,Redmond,WA,US,980525531,"(47.6324234008789, -122.140563964844)",47.632423400878906,-122.14056396484375,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11983,Issaquah Commons,Starbucks,375-186,425-313-1689,CO,725 NW Gilman Blvd,725 NW Gilman Blvd,,,Issaquah,WA,US,980275316,"(47.5416946411133, -122.047592163086)",47.541694641113281,-122.04759216308594,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11984,Carnation,Starbucks,380-205,4253336767,CO,"31722 Eugene Street, #8",31722 Eugene Street,#8,,Carnation,WA,US,98014,"(47.6469497680664, -121.915794372559)",47.646949768066406,-121.91579437255859,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11985,Coal Creek Village,Starbucks,395-9,425-603-9727,CO,6977 Coal Creek Parkway SE,6977 Coal Creek Parkway SE,,,Newcastle,WA,US,980593136,"(47.5382843017578, -122.166435241699)",47.538284301757812,-122.16643524169922,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11986,Town Center Dr & Bloomfield,Starbucks,578-300,562-865-4247,CO,"12751 Towne Center Drive, Suite N-3",12751 Towne Center Drive,Suite N-3,,Cerritos,CA,US,907038588,"(33.8710174560547, -118.059539794922)",33.871017456054688,-118.05953979492188,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
11987,33 S. 6th Street - City Center,Starbucks,2341-2483,6123397084,CO,33 South 6th Street,33 South 6th Street,,,Minneapolis,MN,US,554023601,"(44.9782638549805, -93.2726593017578)",44.978263854980469,-93.272659301757812,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
11988,Congress Street,Starbucks,7433-2484,207-761-0334,CO,594 Congress Street,594 Congress Street,,,Portland,ME,US,041013352,"(43.6541709899902, -70.2627410888672)",43.654170989990234,-70.262741088867188,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
11989,92nd Street & Shea,Starbucks,5664-4897,480-661-8184,CO,"9301 E. Shea Blvd., Mercado del Rancho Shopping Center",9301 E. Shea Blvd.,,Mercado del Rancho Shopping Center,Scottsdale,AZ,US,852606733,"(33.5807113647461, -111.881851196289)",33.580711364746094,-111.88185119628906,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/08/2013 10:41:59 PM
